Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12;Column13;Column14;Column15;Column16;Column17;Column18;Column19;Column20;Column21;Column22;Column23;Column24;Column25;Column26
1;54;-2;5;1000;51867;64242;159259;14012;1462;2161;55395;238804;905629;13;4738;52244;238806;812995;84189;3;392;2388;1000;3896;232348
1;55;9;0;1000;51867;64241;158495;140158;1462;2161;55445;238804;904894;13;474;52211;238802;81341;84071;3;392;2388;1000;3906;233567
1;56;7;-2;1000;51867;64249;158633;140076;1462;2161;55398;238801;904242;13;4726;52248;238804;81354;84022;3;391;2388;1000;3868;233408
1;57;-33;0;1000;51867;64213;158367;140279;1462;2161;55342;238805;90508;13;4729;52162;238808;813548;84263;3;392;2388;1000;3884;233567
1;58;-14;1;1000;51867;6419;159046;139799;1462;2161;55414;238809;905033;13;4726;52221;238804;813208;84319;3;390;2388;1000;3893;232893
1;59;-6;2;1000;51867;64233;159672;140351;1462;2161;55462;238807;905006;13;4726;52132;238802;812881;84476;3;392;2388;1000;3892;234444
1;60;-1;-2;1000;51867;64234;158275;140307;1462;2161;5540;238806;905169;13;4741;52249;238803;813289;83878;3;393;2388;1000;3889;23387
1;61;4;5;1000;51867;6421;158355;140552;1462;2161;55409;238811;905058;13;4731;52234;238809;813166;84264;3;391;2388;1000;3889;233638
1;62;4;1;1000;51867;64217;158159;139954;1462;2161;55445;23881;905362;13;4728;52219;23881;813228;84071;3;391;2388;1000;3903;232707
1;63;15;2;1000;51867;6426;159214;139538;1462;2161;55348;238806;904996;13;4751;52156;238801;813073;84357;3;394;2388;1000;3877;233436
1;64;17;2;1000;51867;64223;158451;140011;1462;2161;55388;23881;904367;13;4745;52182;238804;812815;84066;3;391;2388;1000;3893;23384
1;65;0;5;1000;51867;64228;158472;140324;1462;2161;55397;238803;904401;13;4756;52154;238813;813294;84406;3;392;2388;1000;389;233752
1;66;-7;-4;1000;51867;6425;15885;139952;1462;2161;5540;238806;905945;13;4714;52176;238805;812832;83911;3;391;2388;1000;3895;233152
1;67;16;-4;1000;51867;64233;159022;140302;1462;2161;55431;23881;905024;13;4739;52264;238808;813407;83925;3;393;2388;1000;3897;23291
1;68;-18;0;1000;51867;64251;158206;140442;1462;2161;55404;23881;905178;13;4736;52172;238807;813239;84242;3;392;2388;1000;3895;233174
1;69;-22;5;1000;51867;64244;15907;140124;1462;2161;55465;238807;905059;13;4741;52222;23881;812913;84292;3;392;2388;1000;390;233742
1;70;-5;2;1000;51867;64222;158402;140278;1462;2161;55401;238811;905343;13;4741;52193;238812;813036;84279;3;392;2388;1000;3886;234513
1;71;16;-3;1000;51867;64221;158041;140309;1462;2161;55406;238803;904609;13;473;52172;238809;813428;8423;3;391;2388;1000;388;233881
1;72;-17;1;1000;51867;64241;157925;140681;1462;2161;55376;238807;905442;13;4727;52197;238809;813395;83951;3;391;2388;1000;3884;233085
1;73;-12;-2;1000;51867;64229;159204;139793;1462;2161;55388;238803;904964;13;4729;52204;23881;812985;8404;3;391;2388;1000;3903;233975
1;74;27;1;1000;51867;64296;158465;140148;1462;2161;55403;238807;904585;13;4758;52225;238797;813267;84135;3;392;2388;1000;388;23382
1;75;9;-4;1000;51867;64196;158232;139482;1462;2161;5536;238807;904232;13;4722;52177;238811;813013;84621;3;392;2388;1000;3889;233521
1;76;-15;2;1000;51867;64221;158921;139894;1462;2161;55366;238802;905655;13;4744;52158;238803;813644;83996;3;390;2388;1000;3902;234428
1;77;22;4;1000;51867;64255;15863;140097;1462;2161;55461;238806;904644;13;4741;5216;238808;813525;8453;3;393;2388;1000;3899;23275
1;78;4;2;1000;51867;64199;158076;14041;1462;2161;55347;238808;904237;13;474;52228;238816;813391;83793;3;392;2388;1000;3888;233486
1;79;22;-2;1000;51867;64212;158246;140393;1462;2161;55377;238804;904786;13;4735;52185;238813;81354;84132;3;394;2388;1000;389;233121
1;80;-2;-4;1000;51867;64194;159196;139358;1462;2161;55391;238806;904367;13;4764;52152;23881;813466;84235;3;392;2388;1000;3889;233613
1;81;-18;-4;1000;51867;64273;158482;140204;1462;2161;55388;23881;904531;13;4743;52166;238805;812887;84247;3;392;2388;1000;3877;23373
1;82;-12;1;1000;51867;64204;158907;139917;1462;2161;55418;23881;904822;13;4725;52195;238803;813404;83986;3;393;2388;1000;3889;232713
1;83;4;5;1000;51867;64266;158805;140638;1462;2161;55349;238808;904908;13;4722;52193;238805;813132;84128;3;391;2388;1000;388;233274
1;84;5;2;1000;51867;64264;158552;14066;1462;2161;55391;238805;905047;13;4738;52154;238806;813154;84139;3;392;2388;1000;3873;232653
1;85;25;3;1000;51867;64228;159012;140596;1462;2161;5544;238801;905608;13;4736;5223;238805;813531;84499;3;392;2388;1000;3901;23284
1;86;-12;4;1000;51867;64184;15888;140356;1462;2161;55369;23881;904726;13;4738;52182;238809;813006;84173;3;394;2388;1000;3894;233945
1;87;0;-4;1000;51867;64233;158669;14131;1462;2161;5541;238814;905052;13;4734;52143;238806;813041;84326;3;391;2388;1000;3888;233402
1;88;29;3;1000;51867;64196;158129;140609;1462;2161;55448;238807;904673;13;4746;5222;238804;813147;84586;3;392;2388;1000;389;233086
1;89;8;-1;1000;51867;64224;158473;140222;1462;2161;55391;238805;905524;13;4746;52155;238808;813515;84489;3;392;2388;1000;3895;233288
1;90;17;-1;1000;51867;64267;158438;141293;1462;2161;55288;23881;905127;13;4732;52149;238809;812972;83961;3;391;2388;1000;3898;234712
1;91;25;-4;1000;51867;64198;158484;140476;1462;2161;55354;238804;905072;13;4732;52155;23881;81344;83949;3;394;2388;1000;3911;233842
1;92;1;-2;1000;51867;64289;159003;140077;1462;2161;55381;238814;904836;13;4745;52191;238805;813139;83982;3;392;2388;1000;3899;233522
1;93;32;2;1000;51867;64285;159374;140848;1462;2161;55407;238807;904787;13;4746;52143;238808;813315;8421;3;392;2388;1000;3886;232477
1;94;-21;2;1000;51867;64245;158327;140494;1462;2161;55386;238815;904583;13;4748;52161;238807;81324;84524;3;393;2388;1000;3885;233758
1;95;19;3;1000;51867;64286;15776;14101;1462;2161;55391;238802;904885;13;4738;52192;238802;813163;84575;3;394;2388;1000;3876;233269
1;96;-34;1;1000;51867;64219;158407;139516;1462;2161;55334;238807;904871;13;4739;52166;238806;813069;84311;3;392;2388;1000;3888;233255
1;97;35;-3;1000;51867;64207;159577;140781;1462;2161;5534;238809;90461;13;4746;52167;238806;812874;84105;3;392;2388;1000;3901;232963
1;98;6;4;1000;51867;6420;159111;140456;1462;2161;55275;238806;904549;13;4737;52231;238806;812789;84012;3;391;2388;1000;3896;232554
1;99;-5;0;1000;51867;64246;159273;140613;1462;2161;55376;238808;904514;13;474;52142;23881;813177;84481;3;393;2388;1000;3882;232323
1;100;-21;-3;1000;51867;64222;158963;141135;1462;2161;55422;238807;904572;13;4764;52155;238808;813249;84241;3;392;2388;1000;3893;23409
1;101;12;3;1000;51867;64275;158418;140341;1462;2161;55337;238806;90523;13;4762;52189;238808;812597;84353;3;391;2388;1000;3875;234149
1;102;17;5;1000;51867;64285;158911;140342;1462;2161;55342;238815;905136;13;4749;52138;238805;81304;84561;3;393;2388;1000;3894;233653
1;103;-13;1;1000;51867;64221;158127;140321;1462;2161;55364;238809;905328;13;4757;52141;23881;81244;84263;3;392;2388;1000;3869;234289
1;104;-1;1;1000;51867;64229;159063;140625;1462;2161;55366;238808;904473;13;4734;52238;238809;813189;84021;3;392;2388;1000;3896;233393
1;105;24;4;1000;51867;64201;158828;140322;1462;2161;55311;238809;904836;13;4731;52181;238808;813401;84326;3;393;2388;1000;3877;233857
1;106;0;1;1000;51867;64268;158905;140445;1462;2161;5536;238808;904982;13;4744;52151;238809;812638;84664;3;392;2388;1000;3908;234148
1;107;-12;-1;1000;51867;64253;159513;140773;1462;2161;55374;238807;904868;13;4735;52175;238807;81324;84241;3;396;2388;1000;3901;234086
1;108;8;1;1000;51867;64349;158591;139947;1462;2161;55443;238814;904703;13;4761;52152;238803;813152;84133;3;393;2388;1000;3875;233032
1;109;-11;-3;1000;51867;64249;158645;14091;1462;2161;55359;23881;905113;13;4758;52162;238811;813097;83757;3;394;2388;1000;3905;233561
1;110;0;4;1000;51867;64255;159001;140127;1462;2161;55408;238813;90514;13;4755;52201;238812;812716;84638;3;393;2388;1000;3906;232951
1;111;8;4;1000;51867;64267;158438;140811;1462;2161;55349;238812;905164;13;4762;52153;238814;81324;84447;3;392;2388;1000;3892;232135
1;112;5;3;1000;51867;64266;158646;140184;1462;2161;55319;238806;905128;13;4722;5219;238808;813152;84445;3;394;2388;1000;3884;233207
1;113;7;1;1000;51867;64268;159085;140659;1462;2161;55291;23881;905315;13;4746;52175;238816;812932;8458;3;393;2388;1000;389;233101
1;114;3;4;1000;51867;64231;158842;140297;1462;2161;55429;238807;904658;13;4758;52168;238815;813236;8429;3;394;2388;1000;3889;233754
1;115;-17;5;1000;51867;64266;159484;14066;1462;2161;55413;238811;905037;13;4743;52136;238812;81276;84345;3;393;2388;1000;3893;233022
1;116;-2;-3;1000;51867;64264;158031;140199;1462;2161;5544;238808;904971;13;4743;5216;238805;813446;84059;3;394;2388;1000;3903;233512
1;117;5;4;1000;51867;64238;158977;140935;1462;2161;55459;23881;904961;13;4752;52122;23881;812612;84256;3;391;2388;1000;3873;231766
1;118;-6;-4;1000;51867;64234;158567;140934;1462;2161;55425;23881;905112;13;4755;52131;238812;813521;84197;3;393;2388;1000;3888;232966
1;119;13;5;1000;51867;64267;15968;140446;1462;2161;55377;23881;904589;13;4755;52146;238809;812385;84194;3;394;2388;1000;3901;233188
1;120;-24;5;1000;51867;64281;159378;140768;1462;2161;55366;23881;904872;13;476;52134;23881;812557;84029;3;393;2388;1000;3881;233061
1;121;-33;4;1000;51867;64263;159356;14119;1462;2161;5537;238807;904097;13;4744;5213;238804;813394;84263;3;394;2388;1000;3863;23422
1;122;26;-1;1000;51867;6433;159368;141397;1462;2161;55343;238815;904239;13;476;52092;238812;813181;84256;3;393;2388;1000;3886;232793
1;123;16;-2;1000;51867;64339;158666;140304;1462;2161;55264;238812;904944;13;4741;5216;238817;812972;84396;3;392;2388;1000;389;23292
1;124;25;2;1000;51867;64248;158714;140228;1462;2161;55226;238813;905303;13;4755;5214;238813;813382;84416;3;393;2388;1000;388;232341
1;125;-4;5;1000;51867;64296;158547;140642;1462;2161;55244;238813;904616;13;4763;52157;238811;812633;84079;3;394;2388;1000;3868;233039
1;126;16;1;1000;51867;64249;158264;14185;1462;2161;55372;238805;904911;13;4749;52135;238808;813094;84378;3;392;2388;1000;3885;232289
1;127;-1;2;1000;51867;64299;15869;139949;1462;2161;55381;238809;90479;13;4763;52134;23881;81330;84626;3;393;2388;1000;3891;232772
1;128;-6;3;1000;51867;64247;159387;140706;1462;2161;55274;238813;905659;13;4762;52196;238816;813208;84413;3;393;2388;1000;3885;232641
1;129;-33;3;1000;51867;64241;159133;140842;1462;2161;55242;238809;904608;13;4761;52202;238813;812733;84681;3;393;2388;1000;3884;232656
1;130;-7;2;1000;51867;6427;15859;141225;1462;2161;55266;238813;904297;13;4746;52149;238807;812529;83938;3;394;2388;1000;3871;233461
1;131;2;-1;1000;51867;64301;158578;141325;1462;2161;5537;238811;90451;13;477;52145;238813;812638;84328;3;391;2388;1000;3873;233435
1;132;32;-1;1000;51867;64319;159606;140576;1462;2161;55316;238817;904404;13;4756;52164;238816;812892;84227;3;393;2388;1000;3853;233186
1;133;32;-2;1000;51867;64245;159264;141011;1462;2161;55382;238811;905095;13;4757;52123;238809;813093;84604;3;394;2388;1000;3895;232521
1;134;-14;0;1000;51867;64285;158362;140267;1462;2161;5532;238811;904616;13;4775;52152;238813;81313;84293;3;393;2388;1000;3868;232833
1;135;-17;1;1000;51867;64245;158555;140683;1462;2161;55309;238814;905065;13;4734;52099;238812;812934;84242;3;392;2388;1000;3885;232744
1;136;3;-1;1000;51867;64284;158472;140439;1462;2161;55418;238806;904089;13;4743;52154;238811;813043;84469;3;393;2388;1000;3876;231699
1;137;-11;0;1000;51867;64243;159469;140515;1462;2161;55339;238814;904055;13;4789;52163;238812;812881;8449;3;394;2388;1000;3887;232593
1;138;-11;1;1000;51867;64279;158982;141334;1462;2161;55291;238811;904964;13;474;52157;238818;812967;84208;3;392;2388;1000;390;233664
1;139;-14;5;1000;51867;64311;159228;14126;1462;2161;55325;238806;904481;13;4767;52103;238815;812497;84621;3;394;2388;1000;3888;233422
1;140;-6;-1;1000;51867;64305;159089;140836;1462;2161;55215;238817;905585;13;4751;52127;238805;813027;84397;3;393;2388;1000;3882;233704
1;141;-23;5;1000;51867;64239;159002;141525;1462;2161;55345;238813;905086;13;4749;52106;238816;812093;84641;3;394;2388;1000;3902;232382
1;142;26;2;1000;51867;64251;159529;141342;1462;2161;55311;23881;904661;13;4759;52044;238818;812487;84291;3;392;2388;1000;3871;232816
1;143;-5;-3;1000;51867;64277;15931;140421;1462;2161;55362;238813;905063;13;4752;52098;238811;812681;84419;3;393;2388;1000;3879;232305
1;144;25;-4;1000;51867;64309;159189;140576;1462;2161;55377;238817;904933;13;4757;52111;238817;812547;84601;3;393;2388;1000;3875;232249
1;145;-4;-1;1000;51867;64295;159492;140963;1462;2161;55303;238813;904692;13;4754;52113;238815;813091;84644;3;395;2388;1000;3867;23149
1;146;2;-3;1000;51867;64272;158675;140882;1462;2161;5526;238812;904599;13;4763;52113;238812;812919;84312;3;392;2388;1000;3869;233233
1;147;47;1;1000;51867;64225;159485;140996;1462;2161;55309;238814;904124;13;478;52092;238812;812613;84428;3;393;2388;1000;3877;232684
1;148;1;-4;1000;51867;64302;159003;141189;1462;2161;55284;238816;904093;13;4749;52108;238815;812448;84276;3;392;2388;1000;3877;232498
1;149;25;4;1000;51867;6429;159278;14107;1462;2161;55254;238817;905724;13;4783;52113;238815;812434;84731;3;394;2388;1000;3877;232565
1;150;1;-3;1000;51867;64306;158901;140922;1462;2161;55357;238812;904476;13;476;5205;238821;812299;84726;3;394;2388;1000;3868;232082
1;151;-19;-1;1000;51867;64282;159239;141194;1462;2161;55241;238814;904812;13;4758;52094;238822;812721;84612;3;394;2388;1000;3856;232277
1;152;9;-1;1000;51867;64267;15986;142083;1462;2161;55262;238818;90439;13;4772;52039;238819;81190;84572;3;395;2388;1000;3877;232369
1;153;11;-4;1000;51867;64299;158917;141456;1462;2161;55268;238814;904943;13;4774;52069;238817;812414;84435;3;393;2388;1000;3878;231719
1;154;-12;0;1000;51867;64281;159703;141607;1462;2161;55257;238814;904908;13;4773;52072;238818;812924;84794;3;394;2388;1000;3882;232366
1;155;-33;2;1000;51867;64283;15904;141489;1462;2161;55289;238816;904956;13;4761;52123;238817;812041;84729;3;394;2388;1000;3868;232749
1;156;-2;3;1000;51867;64304;158561;142123;1462;2161;55324;238826;904421;13;4758;52075;238816;812848;84432;3;395;2388;1000;3877;232791
1;157;-18;2;1000;51867;6422;159804;141247;1462;2161;55232;238814;905312;13;4772;52094;238817;812507;84328;3;392;2388;1000;3867;232354
1;158;-23;1;1000;51867;64288;159682;141009;1462;2161;55319;23882;904922;13;4768;52088;238822;812633;84368;3;394;2388;1000;3875;232894
1;159;-6;1;1000;51867;64289;158954;142037;1462;2161;55218;238813;904806;13;4776;52065;238823;812761;84403;3;394;2388;1000;3876;23253
1;160;-6;-4;1000;51867;64345;159065;141808;1462;2161;55187;238821;904542;13;4784;52047;238822;812268;84433;3;396;2388;1000;3852;232817
1;161;8;1;1000;51867;6430;15942;141731;1462;2161;5528;238818;904806;13;4777;52047;238818;812697;84405;3;394;2388;1000;3866;232962
1;162;-5;4;1000;51867;64315;159222;142348;1462;2161;55268;238815;904445;13;4779;52044;23882;812377;85015;3;394;2388;1000;3878;231538
1;163;3;-4;1000;51867;64285;160054;142109;1462;2161;55241;23882;904924;13;4789;5203;23882;812406;85129;3;393;2388;1000;3865;231419
1;164;5;-2;1000;51867;64317;159896;141676;1462;2161;5519;238817;904892;13;477;52063;238828;812463;84803;3;394;2388;1000;3862;231761
1;165;1;4;1000;51867;64276;159703;140809;1462;2161;55279;238819;903909;13;4789;52069;238824;812653;84922;3;393;2388;1000;3859;232129
1;166;-22;-3;1000;51867;64334;159672;142237;1462;2161;55213;238822;904311;13;4786;52002;238822;811914;84663;3;395;2388;1000;3862;23145
1;167;12;3;1000;51867;64302;159383;141472;1462;2161;55257;238823;904205;13;4785;52049;238818;812241;84632;3;394;2388;1000;3877;233011
1;168;-43;2;1000;51867;64268;159119;14157;1462;2161;55209;238822;903635;13;4784;52078;238819;812444;84925;3;393;2388;1000;3876;23277
1;169;-17;4;1000;51867;6432;159016;141805;1462;2161;55271;238825;905518;13;4788;52044;238818;81253;84767;3;394;2388;1000;3858;23187
1;170;-17;-2;1000;51867;64292;159271;141741;1462;2161;55202;238821;904403;13;4786;52023;238826;812176;849;3;395;2388;1000;3866;231615
1;171;4;-3;1000;51867;64326;159206;141499;1462;2161;55271;23882;904212;13;4803;51985;238822;812487;84922;3;395;2388;1000;3868;232444
1;172;-14;-3;1000;51867;64333;159171;141373;1462;2161;55169;238824;90391;13;4807;52054;238826;812008;84595;3;393;2388;1000;3865;231585
1;173;-32;2;1000;51867;64297;159069;142527;1462;2161;55213;238822;904882;13;479;52011;238823;812164;85091;3;395;2388;1000;3859;231789
1;174;-1;-2;1000;51867;64264;159981;142258;1462;2161;55232;238822;904125;13;480;52022;238821;811917;84476;3;393;2388;1000;3857;230357
1;175;1;2;1000;51867;64361;160329;142252;1462;2161;55164;238823;904266;13;4786;52038;238822;812576;8489;3;394;2388;1000;3858;231573
1;176;-2;-3;1000;51867;64286;159227;142273;1462;2161;55191;238823;904574;13;4784;5198;23882;81238;84853;3;394;2388;1000;3872;232491
1;177;-38;-3;1000;51867;64379;160202;142399;1462;2161;55193;238825;90462;13;4803;52024;238823;812011;84779;3;396;2388;1000;3863;231673
1;178;-1;2;1000;51867;64338;160533;142465;1462;2161;55218;238823;904617;13;480;5202;23882;811656;8477;3;395;2388;1000;3865;23177
1;179;23;-3;1000;51867;64286;159256;142945;1462;2161;55157;238826;904423;13;4802;52038;238818;811684;84947;3;395;2388;1000;3877;231888
1;180;-24;0;1000;51867;64358;159987;141714;1462;2161;55291;238821;903933;13;4785;51984;238828;812257;84737;3;395;2388;1000;3886;23007
1;181;-6;5;1000;51867;64344;159671;142064;1462;2161;55183;238823;903829;13;481;52043;238823;811479;8472;3;397;2388;1000;3834;231652
1;182;-1;3;1000;51867;64421;160208;142662;1462;2161;5519;238826;904123;13;4798;52046;238825;811967;85158;3;397;2388;1000;3843;231787
1;183;1;1;1000;51867;64324;159723;141903;1462;2161;55138;238821;904094;13;4803;52005;238823;81178;85041;3;396;2388;1000;3856;231302
1;184;4;3;1000;51867;64407;160544;143252;1462;2161;5510;238824;904791;13;4807;51977;238828;811561;85133;3;395;2388;1000;3843;230146
1;185;8;1;1000;51867;6438;160346;14244;1462;2161;55164;238829;904371;13;4815;51982;238827;811369;84984;3;395;2388;1000;3851;2307
1;186;27;-3;1000;51867;64351;159516;14263;1462;2161;55257;238821;905137;13;4812;52008;238825;812345;85227;3;397;2388;1000;3847;230564
1;187;-47;0;1000;51867;64332;15921;142727;1462;2161;55108;238829;903771;13;4823;51953;238828;811567;85218;3;396;2388;1000;3842;230822
1;188;-67;3;1000;51867;64375;160238;142278;1462;2161;55194;238831;903791;13;480;51979;238823;811769;85207;3;396;2388;1000;3851;229588
1;189;-6;2;1000;51867;64418;159617;142801;1462;2161;5507;238827;904455;13;4808;51958;238833;811751;85183;3;395;2388;1000;3848;231127
1;190;-27;1;1000;51867;64364;159922;142595;1462;2161;55129;238829;904058;13;4833;52004;238835;811258;85223;3;398;2388;1000;3849;230675
1;191;0;-4;1000;51867;64334;160236;142577;1462;2161;55092;238828;904276;13;4815;51957;23883;811461;85174;3;394;2388;1000;3845;231295
